1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.93625	0.0634092	0.000340855	0	0	0	0	0	0	0	0	0	0	0	0	
0.757967	0.236597	0.0054358	0	0	0	0	0	0	0	0	0	0	0	0	
0.504411	0.468323	0.027266	0	0	0	0	0	0	0	0	0	0	0	0	
0.238456	0.676532	0.0850118	0	0	0	0	0	0	0	0	0	0	0	0	
0.0429666	0.752993	0.204041	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.59379	0.40453	0.0016805	0	0	0	0	0	0	0	0	0	0	0	
0	0.380522	0.592552	0.0269264	0	0	0	0	0	0	0	0	0	0	0	
0	0.197331	0.711252	0.0914169	0	0	0	0	0	0	0	0	0	0	0	
0	0.0648363	0.728883	0.206281	0	0	0	0	0	0	0	0	0	0	0	
0	0.00251051	0.6156	0.381889	0	0	0	0	0	0	0	0	0	0	0	
0	0	0.40453	0.583517	0.0119531	0	0	0	0	0	0	0	0	0	0	
0	0	0.227351	0.705968	0.0666811	0	0	0	0	0	0	0	0	0	0	
0	0	0.0974505	0.73264	0.16991	0	0	0	0	0	0	0	0	0	0	
0	0	0.0207095	0.654891	0.324399	0	0	0	0	0	0	0	0	0	0	
0	0	0	0.47031	0.529039	0.000650997	0	0	0	0	0	0	0	0	0	
0	0	0	0.278941	0.684475	0.0365846	0	0	0	0	0	0	0	0	0	
0	0	0	0.13842	0.735268	0.126313	0	0	0	0	0	0	0	0	0	
0	0	0	0.0469176	0.683879	0.269203	0	0	0	0	0	0	0	0	0	
0	0	0	0.00439383	0.537409	0.458197	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.329499	0.658275	0.0122259	0	0	0	0	0	0	0	0	
0	0	0	0	0.171563	0.735887	0.0925498	0	0	0	0	0	0	0	0	
0	0	0	0	0.0705862	0.694982	0.234432	0	0	0	0	0	0	0	0	
0	0	0	0	0.0168837	0.562356	0.42076	0	0	0	0	0	0	0	0	
0	0	0	0	6.73988e-05	0.366068	0.633865	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.184186	0.769532	0.0462815	0	0	0	0	0	0	0	
0	0	0	0	0	0.0777394	0.750822	0.171439	0	0	0	0	0	0	0	
0	0	0	0	0	0.0238524	0.641364	0.334783	0	0	0	0	0	0	0	
0	0	0	0	0	0.00299861	0.492208	0.504794	0	0	0	0	0	0	0	
0	0	0	0	0	0	0.338231	0.660394	0.00137433	0	0	0	0	0	0	
0	0	0	0	0	0	0.219787	0.760549	0.019664	0	0	0	0	0	0	
0	0	0	0	0	0	0.126798	0.813982	0.0592203	0	0	0	0	0	0	
0	0	0	0	0	0	0.0506967	0.817443	0.131861	0	0	0	0	0	0	
0	0	0	0	0	0	0.00383605	0.733564	0.262599	0	0	0	0	0	0	
0	0	0	0	0	0	0	0.538802	0.4566	0.00459772	0	0	0	0	0	
0	0	0	0	0	0	0	0.338276	0.627523	0.0342015	0	0	0	0	0	
0	0	0	0	0	0	0	0.163782	0.733246	0.102973	0	0	0	0	0	
0	0	0	0	0	0	0	0.0418791	0.732844	0.225277	0	0	0	0	0	
0	0	0	0	0	0	0	0	0.584255	0.415657	8.79936e-05	0	0	0	0	
0	0	0	0	0	0	0	0	0.376018	0.603793	0.0201892	0	0	0	0	
0	0	0	0	0	0	0	0	0.203521	0.715611	0.0808683	0	0	0	0	
0	0	0	0	0	0	0	0	0.0781553	0.732621	0.189223	0	0	0	0	
0	0	0	0	0	0	0	0	0.01001	0.63882	0.35117	0	0	0	0	
0	0	0	0	0	0	0	0	0	0.439443	0.555783	0.00477337	0	0	0	
0	0	0	0	0	0	0	0	0	0.254834	0.694389	0.0507765	0	0	0	
0	0	0	0	0	0	0	0	0	0.118588	0.734028	0.147384	0	0	0	
0	0	0	0	0	0	0	0	0	0.0336911	0.671631	0.294678	0	0	0	
0	0	0	0	0	0	0	0	0	0.00057917	0.50877	0.49065	0	0	0	
0	0	0	0	0	0	0	0	0	0	0.304855	0.671211	0.0239339	0	0	
0	0	0	0	0	0	0	0	0	0	0.155824	0.734005	0.110171	0	0	
0	0	0	0	0	0	0	0	0	0	0.0595506	0.68883	0.251619	0	0	
0	0	0	0	0	0	0	0	0	0	0.0103564	0.551668	0.437975	0	0	
0	0	0	0	0	0	0	0	0	0	0	0.345651	0.650771	0.00357778	0	
0	0	0	0	0	0	0	0	0	0	0	0.17681	0.73538	0.0878103	0	
0	0	0	0	0	0	0	0	0	0	0	0.0734582	0.66904	0.257502	0	
0	0	0	0	0	0	0	0	0	0	0	0.0199771	0.50303	0.476992	0	
0	0	0	0	0	0	0	0	0	0	0	0.00108746	0.287051	0.711862	0	
0	0	0	0	0	0	0	0	0	0	0	0	0.0958861	0.801716	0.102397	
0	0	0	0	0	0	0	0	0	0	0	0	0.01913	0.496082	0.484788	
0	0	0	0	0	0	0	0	0	0	0	0	0.00119991	0.145152	0.853648	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
