0	0
0.00247969	0
0.00677465	0
0.0123069	0
0.0188276	0
0.0261833	0
0.0342701	0
0.0430007	0
0.0523162	0
0.0621609	0
0.0724858	0
0.0832514	0
0.0944132	0
0.105932	0
0.117773	0
0.129902	0
0.142289	0
0.154898	0
0.167696	0
0.180655	0
0.193744	0
0.206935	0
0.2202	0
0.233509	0
0.246835	0
0.26015	0
0.273426	0
0.286639	0
0.299758	0
0.31276	0
0.325619	0
0.338312	0
0.350816	0
0.363105	0
0.375152	0
0.386935	0
0.398427	0
0.409602	0
0.42043	0
0.430887	0
0.440963	0
0.450635	0
0.459864	0
0.468602	0
0.476821	0
0.484534	0
0.491848	0
0.498776	0
0.505171	0
0.511095	0
0.516903	0
0.523149	0
0.530041	0
0.537558	0
0.545689	0
0.55438	0
0.563593	0
0.573296	0
0.583459	0
0.594054	0
0.605046	0
0.616401	0
0.628087	0
0.64007	0
0.652324	0
0.664813	0
0.677505	0
0.690371	0
0.703381	0
0.716504	0
0.729717	0
0.742985	0
0.756282	0
0.76958	0
0.78285	0
0.796065	0
0.809193	0
0.822206	0
0.835074	0
0.847768	0
0.86026	0
0.872517	0
0.884506	0
0.896198	0
0.907559	0
0.918554	0
0.929147	0
0.939293	0
0.948956	0
0.958088	0
0.96663	0
0.974528	0
0.981696	0
0.988041	0
0.993417	0
0.99759	0
1	0
