2.76422	0.668604	0.0472311	0	0	0	0	0	0	0	0	0	0	0	0	
0.241878	1.68283	0.868648	0.0436166	0	0	0	0	0	0	0	0	0	0	0	
0.0170866	0.516182	1.75658	0.926098	0.0432714	0	0	0	0	0	0	0	0	0	0	
0	0.0259186	0.527217	1.833	0.944129	0.042639	0	0	0	0	0	0	0	0	0	
0	0	0.0246339	0.515074	1.84011	0.928366	0.0436009	0	0	0	0	0	0	0	0	
0	0	0	0.0232619	0.504517	1.77899	0.902617	0.031351	0	0	0	0	0	0	0	
0	0	0	0	0.0236947	0.507376	2.1744	1.1496	0.019988	0	0	0	0	0	0	
0	0	0	0	0	0.0176229	0.528699	3.10685	0.962998	0.0403463	0	0	0	0	0	
0	0	0	0	0	0	0.00919244	0.309959	1.99892	0.930835	0.0424053	0	0	0	0	
0	0	0	0	0	0	0	0.0129862	0.465669	1.89607	0.944472	0.0427274	0	0	0	
0	0	0	0	0	0	0	0	0.0212141	0.498121	1.85539	0.938086	0.0439836	0	0	
0	0	0	0	0	0	0	0	0	0.0225347	0.505602	1.80128	0.904102	0.0459811	0	
0	0	0	0	0	0	0	0	0	0	0.0237059	0.501922	1.56991	0.746922	0.0201167	
0	0	0	0	0	0	0	0	0	0	0	0.0255269	0.475773	1.36168	0.436926	
0	0	0	0	0	0	0	0	0	0	0	0	0.0128139	0.320874	1.83376	
